,Date,Tweet Id,Text,Username,sentiment
42,2021-02-13 04:27:57+00:00,1360445581068406787,Kashmir unitedstatesofamerica JoeBiden,archives_313,0
43,2021-02-13 04:27:00+00:00,1360445342647349254,El presidente JoeBiden asegur que su administraci n ha finalizado un pedido de 200 millones de dosis m s de la vacuna contra el COVID19 Estas dosis se suman a los 400 millones que la administraci n Trump orden a Pfizer y Moderna para julio 2021,cubanoticias360,0
44,2021-02-13 04:26:45+00:00,1360445281628659718,Hmmm JoeBiden DrJillHasClass Ph d LOVE Beauty Heart Soul Brains Family love Respect A Smile Dogs Leadership citizenship Clothes Pictures with clothing on,bluesuezoo,1
45,2021-02-13 04:25:56+00:00,1360445073486475268,All this talk about Democrats HATING TRUMP from the start To clue you in There are LOTS of Republican senators and congressmen that HATE trump ruining the Party But being weak on ethics they vote their pocketbooks keep their jobs TeamPelosi Biden JoeBiden Lawyers,Truth20The,-1
46,2021-02-13 04:24:34+00:00,1360444732569128960,Assange WikiLeaks FreeAssange JulianAssange USA Biden JoeBiden PresidentBiden,Erickcaffeine,0
47,2021-02-13 04:24:23+00:00,1360444686557564930,US President JoeBiden has announced a Pentagon task force to chart Washington s Beijing strategy and handle China related matters INVideo,india_narrative,0
48,2021-02-13 04:24:07+00:00,1360444618748407814,So WONDERFUL to have a President again Thanks JoeBiden,RobHNY,1
49,2021-02-13 04:20:13+00:00,1360443638489231360,Psaki stumbles over Ducklo drama after Biden vowed to fire aides for harassment Hey Joe Biden What happened to zero tolerance PsakiBomb Psaki JoeBiden BidenTakeAction BidenLied,salamisanwhich,0
50,2021-02-13 04:19:38+00:00,1360443490816184322,JoeBiden loves them he waves them all in,StephStance,0
51,2021-02-13 04:17:17+00:00,1360442898626535429,was a Prosecutor and put people in jail freed them TheView I don t think black people trust you either FirstStepAct they gonna put y all back in chains The author of every crime bill since 78 JoeBiden,BLACKHeyzeus,-1
52,2021-02-13 04:17:12+00:00,1360442878384832512,JoeBiden,prissyet,0
53,2021-02-13 04:13:41+00:00,1360441992984076294,God damn Ron Desantis His freedom loving ways killed all those seniors in New York Andrew Cuomo DeSantis TrumpImpeachmentTrial cnn JoeBiden aoc tedcruz,Boners4B,1
54,2021-02-13 04:12:43+00:00,1360441747864621059,White House spokesman suspended for threatening reporter JoeBiden WhiteHouse,TheHansIndiaWeb,0
55,2021-02-13 04:12:32+00:00,1360441704839401472,Gedung Putih Bantah Joe Biden Abaikan PM Israel JoeBiden Israel BenjaminNetanyahu Iran GedungPutih,BacaDiBaBe,0
56,2021-02-13 04:10:43+00:00,1360441245005451267,It s fantastic to have positivity back in the White House positivity JoeBiden DrBiden JillBiden valentinesday2021 valentines love WhiteHouse,TeamEllison2022,1
57,2021-02-13 04:09:22+00:00,1360440905174556673,U S Congress panel to hear Postal Service officials on finances democratic election trump vote republican democrats usa politics joebiden democrat america maga president biden democracy blm news revolution liberal covid democraticpart,JInfo4us,0
58,2021-02-13 04:08:38+00:00,1360440720784523271,JoeBiden to Allow 25 000 illegalaliens Seeking Asylum Into US Amid Covid Pandemic via IllegalAliensFirst,TrumpVoterInMN,0
59,2021-02-13 04:07:43+00:00,1360440489128779776,Department of Homeland Security says Washington is committed to rebuilding a safe immigration system FMTNews JoeBiden,fmtoday,1
60,2021-02-13 04:05:40+00:00,1360439974517067777,US President JoeBiden pauses TikTok and WeChat bans,Shanaliag,0
61,2021-02-13 04:04:21+00:00,1360439644916178946,Joebiden true colors never fade Check out user6472499876879 s video TikTok,PaulaFeese,1
62,2021-02-13 04:02:35+00:00,1360439200890445825,JoeBidenIsNotMyPresident JoeBiden cupofjoebiden,TExcogitatoris1,0
63,2021-02-13 04:02:11+00:00,1360439099652378629,Pitiful The Majority of Americans can NOT be this dumb to have Voted for Biden in the numbers they claim JoeBiden Mumbles Through His Face Mask Blames Trump For His Own Administration s Vaccine Distribution Failures VIDEO,LadyRedWave,1
64,2021-02-13 04:01:17+00:00,1360438870295330816,Based on how hard msm was to Trump how is this not the biggest story right now JoeBiden breaks his own rules without hesitation cupofjoebiden,TExcogitatoris1,1
65,2021-02-13 04:00:24+00:00,1360438650308186112,2 12 2021 Joe Biden Has Been Told By U S Senate Of The Republican s Defense At The Impeachment Trial Joe Biden Has Been Told By U S Senate Of The Republican s Defense At The Impeachment Trial And That s Great News Congratulations To Joe Biden JoeBiden ImpeachmentTrial,ProdigyParadox,1
66,2021-02-13 04:00:20+00:00,1360438635015917568,2 12 2021 Joe Biden Has Announced An Executive Order To Freeze New And Pending Regulations Joe Biden Has Announced An Executive Order To Freeze New And Pending Regulations And That s Great News Thank You To Joe Biden JoeBiden FreezeRegulations,ProdigyParadox,1
67,2021-02-13 04:00:16+00:00,1360438616414126081,2 12 2021 Joe Biden Has Announced An Executive Order To Extend Protection To Liberians In The U S Joe Biden Has Announced An Executive Order To Extend Protection To Liberians In The U S And That s Great News Thank You To Joe Biden JoeBiden LiberianProtection,ProdigyParadox,1
68,2021-02-13 03:58:43+00:00,1360438225890930689,Technology s Holier Than Thou Technocratic bullying is yet another reason to deploy a new operating system for Humanity Apple EuropeanCommission Evolution Facebook JoeBiden SiliconValley SocialMedia TimCook UrsulaVonDerLeyen USA,realmethod41,1
69,2021-02-13 03:56:58+00:00,1360437784356548608,JoeBiden and KamalaHarris WIN AGAIN,MQT_Dems,1
70,2021-02-13 03:54:15+00:00,1360437101251096584,s already promised his sponsors No Fundamental Change So promises to us mean nothing as usual I mean which of these corporate bagmen would give JoeBiden permission to do anything ImpeachBiden BidenLied WheresMy2k NoCompromise2K,BobSmith4152,-1
71,2021-02-13 03:53:10+00:00,1360436829711978497,TJDucklo The more I read about this story amp JoeBiden s previous comments about 0 tolerance for inappropriate conduct by his staffers I believe that Ducklo should be fired Has nothing to do with CancelCulture it has everything to do with accountability DuckloMustGo,ItsBrandonBoyd,1
72,2021-02-13 03:49:41+00:00,1360435953022681088,JillValentine JillBiden JoeBiden JoeBidenIsNotMyPresident PresidentTrump Yup Jill Biden is getting ready for her first White House Valentine s Day with her husband The scuttlebutt is she even washed her hair with Johnson amp Johnson s Baby Shampoo to get him in the mood,Bawbster1,1
73,2021-02-13 03:46:29+00:00,1360435146281918465,The Real Joe Biden JoeBiden SocialIssues via,vrgnt123,1
74,2021-02-13 03:45:41+00:00,1360434944808546307,Grandma asking who is our President JoeBiden Biden,Nattie_OT7,0
75,2021-02-13 03:42:47+00:00,1360434216379555842,The US government has appealed a UK judge s ruling against the extradition of JulianAssange The appeal made clear that JoeBiden intends to have Assange stand trial on espionage wikileaks FreeJulianAssange cypherpunk,HayatOutahar,1
76,2021-02-13 03:42:13+00:00,1360434074716889091,TJDucklo aleximccammond JoeBiden lied once again let s see you fire him like you told the country you would,NewsNecessarily,0
77,2021-02-13 03:40:00+00:00,1360433514760597505,Una petici n que nos ha llegado al alma esperemos que toque alg n coraz n EEUU Inmigraci n JoeBiden,AleteiaES,0
78,2021-02-13 03:39:33+00:00,1360433402940325892,We are losting our future More news what happened in last 12hours are left WhatIsHappeningInMyanmar Milkteaallience JoeBiden SaveMyanmar,BoKiNiKa3,1
79,2021-02-13 03:39:06+00:00,1360433290549727233,SaveMyanmar Democracy Wewantjustice mrpresident JoeBiden USEmbassy,M22056815,0
80,2021-02-13 03:36:11+00:00,1360432554130747392,Joe and Jill went up the hill To fetch a pail of water Joe fell down and broke his crown And Jill came tumbling after Up Joe got and home did trot As fast as he could caper He went to bed to mend his head With vinegar and brown paper FridayVibes JoeBiden JillBiden,SunshineLeo82,1
81,2021-02-13 03:34:23+00:00,1360432103997931521,nm lol so who is playing the role of joebiden come on man as serious as this is its a funny as fuch movie castlerock,23Danibell,1
82,2021-02-13 03:33:58+00:00,1360431998830075909,Fuck Fauci COVID19 fauci coronavirus JoeBiden CDC WHO,laverty_rick,-1
83,2021-02-13 03:33:56+00:00,1360431990743453696,Politico gets it wrong again the rightwing Republican USChamberOfCommerce is embracing NeeraTanden amp JoeBiden precisely because they re right wing Republicans just like the Chamber amp were always committed to its corporate WallStreet agenda,paulinepark,1
84,2021-02-13 03:33:33+00:00,1360431894198771713,STOP NIGHT ARRESTS JoeBiden BBCWORLD WhatHappeningInMyanmar,AmaraMa20291479,0
85,2021-02-13 03:31:37+00:00,1360431405763813378,What do you know about Islam Do you have questions about Islam Do you want to discover Islam I invite you to visit this site Biden JoeBiden trump USA AmericaFirst American CapitolHill washington Florida Texas BTC,sfsfrhd,0
86,2021-02-13 03:31:30+00:00,1360431375493390348,Wise Joebiden,sv99999999,1
87,2021-02-13 03:30:04+00:00,1360431016335331330,2 12 2021 Joe Biden Has Announced The Start Of Reversing The Medicaid Policies Joe Biden Has Announced The Start Of Reversing The Medicaid Policies And That s Great News Thank You Joe Biden JoeBiden MedicaidPolicies,ProdigyParadox,1
88,2021-02-13 03:29:59+00:00,1360430994495479812,A logical husband that thinks of the country instead of himself JoeBiden,ThinkLogicalOrg,1
89,2021-02-13 03:28:49+00:00,1360430701439557636,Never JoeBiden,VoteMAGA2024,0
90,2021-02-13 03:28:31+00:00,1360430627582017536,It s been 100 days since the war in Tigray gt 50K civilians killed gt 60k fled to sudan gt 4 5m starved gt 2 4m internally displaced The World should act now 100DaysOfGenocide AllowAccessToTigray UN JoeBiden AntonyBlinken UNSC,Alex52308431,-1
91,2021-02-13 03:27:18+00:00,1360430318864506886,Order now food Cooking BlackOwnedBusiness USA SaturdayVibes SaturdayThoughts JoeBiden BB14 bbcnews economy LunarNewYear,rabiyadilshad,0
92,2021-02-13 03:24:21+00:00,1360429577705775106,Handling a pandemic is hard work Lucky for JoeBiden he s discovering Trump already did most of the heavy lifting COVID ChineseVirus Coronavirus Democrats Fauci,TheTruthSekr,1
93,2021-02-13 03:23:09+00:00,1360429276126973952,Here s your daily reminder that the CDC ran a 40 year experiment on minorities They infected men with syphilis w o their knowledge to study the effects COVID19 coronavirus COVID CoronaVaccine JoeBiden JoeRogan,panimation,0
94,2021-02-13 03:20:08+00:00,1360428517465415680,America last NewYorkTimes CNN MSNBC ABCNews NBCNews CNNnewsroom Acosta jaketapper brianstelter SpeakerPelosi SenSchumer JoeBiden donlemon maddow ChrisMurphyCT AP CBS,al_fourier,0
95,2021-02-13 03:17:36+00:00,1360427879771688962,Joe Biden administration aims to close Guantanamo bay prison by end of term in office JoeBiden,indiablooms,0
96,2021-02-13 03:16:25+00:00,1360427581623959552,I just saw a mom of a Type 1 diabetes child weeping because of JoeBiden Her child s insulin which costs pennies to make went from 60 to 328 with manufacturer s coupon There is NO reason Biden undid Trump s order on insulin and epipens but EVIL JoeBidenIsNotMyPresident,Shotinlinecop,-1
97,2021-02-13 03:16:18+00:00,1360427553488465922,JoeBiden,archives_313,0
98,2021-02-13 03:15:52+00:00,1360427442209312778,republicans america kag joebiden republicanparty conservativememes blacklivesmatter To Speakers Pelosi and Schumer If Republicans acquit take the prosecution data and give it to a high court Press his crimes It is the only way to save face to the world,NorthwestMyth,1
99,2021-02-13 03:15:18+00:00,1360427302040010752,What a moron For ever act there will be a reaction Time is a patient thing moron JoeBidenIsNotMyPresident JoeBiden,bsmith0863,-1
100,2021-02-13 03:15:18+00:00,1360427298051166210,JoeBiden TikTok,ejc81x,0
